,name,artist,colourid,colour,collectornum,expansion,hexval,red_h,green_h,blue_h,codename
234,Ethereal Usher,Mark A. Nelson,['U'],['U'],47,RAV,#402116,64,33,22,Ethereal UsherRAV5
235,Eye of the Storm,Hideaki Takamura,['U'],['U'],48,RAV,#BF6BA9,191,107,169,Eye of the StormRAV1
236,Eye of the Storm,Hideaki Takamura,['U'],['U'],48,RAV,#675DA6,103,93,166,Eye of the StormRAV2
237,Eye of the Storm,Hideaki Takamura,['U'],['U'],48,RAV,#7E9CD9,126,156,217,Eye of the StormRAV3
238,Eye of the Storm,Hideaki Takamura,['U'],['U'],48,RAV,#F27052,242,112,82,Eye of the StormRAV4
239,Eye of the Storm,Hideaki Takamura,['U'],['U'],48,RAV,#F24738,242,71,56,Eye of the StormRAV5
240,Flight of Fancy,Glen Angus,['U'],['U'],49,RAV,#6C91D9,108,145,217,Flight of FancyRAV1
241,Flight of Fancy,Glen Angus,['U'],['U'],49,RAV,#6C9BD9,108,155,217,Flight of FancyRAV2
242,Flight of Fancy,Glen Angus,['U'],['U'],49,RAV,#91C5F2,145,197,242,Flight of FancyRAV3
243,Flight of Fancy,Glen Angus,['U'],['U'],49,RAV,#D5D971,213,217,113,Flight of FancyRAV4
244,Flight of Fancy,Glen Angus,['U'],['U'],49,RAV,#A6550F,166,85,15,Flight of FancyRAV5
245,Flow of Ideas,Dan Scott,['U'],['U'],50,RAV,#96B9D9,150,185,217,Flow of IdeasRAV1
246,Flow of Ideas,Dan Scott,['U'],['U'],50,RAV,#F2CB57,242,203,87,Flow of IdeasRAV2
247,Flow of Ideas,Dan Scott,['U'],['U'],50,RAV,#F2B33D,242,179,61,Flow of IdeasRAV3
248,Flow of Ideas,Dan Scott,['U'],['U'],50,RAV,#8C3C2A,140,60,42,Flow of IdeasRAV4
249,Flow of Ideas,Dan Scott,['U'],['U'],50,RAV,#591B1B,89,27,27,Flow of IdeasRAV5
250,Followed Footsteps,Glen Angus,['U'],['U'],51,RAV,#446EA6,68,110,166,Followed FootstepsRAV1
251,Followed Footsteps,Glen Angus,['U'],['U'],51,RAV,#435773,67,87,115,Followed FootstepsRAV2
252,Followed Footsteps,Glen Angus,['U'],['U'],51,RAV,#77B3D9,119,179,217,Followed FootstepsRAV3
253,Followed Footsteps,Glen Angus,['U'],['U'],51,RAV,#BDE3F2,189,227,242,Followed FootstepsRAV4
254,Followed Footsteps,Glen Angus,['U'],['U'],51,RAV,#A66038,166,96,56,Followed FootstepsRAV5
255,Grayscaled Gharial,Chris Dien,['U'],['U'],52,RAV,#27498C,39,73,140,Grayscaled GharialRAV1
256,Grayscaled Gharial,Chris Dien,['U'],['U'],52,RAV,#2B558C,43,85,140,Grayscaled GharialRAV2
257,Grayscaled Gharial,Chris Dien,['U'],['U'],52,RAV,#84A4BF,132,164,191,Grayscaled GharialRAV3
258,Grayscaled Gharial,Chris Dien,['U'],['U'],52,RAV,#344B59,52,75,89,Grayscaled GharialRAV4
259,Grayscaled Gharial,Chris Dien,['U'],['U'],52,RAV,#91A665,145,166,101,Grayscaled GharialRAV5
260,Grozoth,Cyril Van Der Haegen,['U'],['U'],53,RAV,#25261A,37,38,26,GrozothRAV1
261,Grozoth,Cyril Van Der Haegen,['U'],['U'],53,RAV,#D9CBA3,217,203,163,GrozothRAV2
262,Grozoth,Cyril Van Der Haegen,['U'],['U'],53,RAV,#D9D2C5,217,210,197,GrozothRAV3
263,Grozoth,Cyril Van Der Haegen,['U'],['U'],53,RAV,#73322C,115,50,44,GrozothRAV4
264,Grozoth,Cyril Van Der Haegen,['U'],['U'],53,RAV,#BF6060,191,96,96,GrozothRAV5
265,Halcyon Glaze,John Avon,['U'],['U'],54,RAV,#C1A9D9,193,169,217,Halcyon GlazeRAV1
266,Halcyon Glaze,John Avon,['U'],['U'],54,RAV,#675DA6,103,93,166,Halcyon GlazeRAV2
267,Halcyon Glaze,John Avon,['U'],['U'],54,RAV,#38358C,56,53,140,Halcyon GlazeRAV3
268,Halcyon Glaze,John Avon,['U'],['U'],54,RAV,#0C0D07,12,13,7,Halcyon GlazeRAV4
269,Halcyon Glaze,John Avon,['U'],['U'],54,RAV,#F2F2F2,242,242,242,Halcyon GlazeRAV5
270,Hunted Phantasm,Justin Sweet,['U'],['U'],55,RAV,#838C7D,131,140,125,Hunted PhantasmRAV1
271,Hunted Phantasm,Justin Sweet,['U'],['U'],55,RAV,#D9B855,217,184,85,Hunted PhantasmRAV2
272,Hunted Phantasm,Justin Sweet,['U'],['U'],55,RAV,#F2E4BB,242,228,187,Hunted PhantasmRAV3
273,Hunted Phantasm,Justin Sweet,['U'],['U'],55,RAV,#BF7C2A,191,124,42,Hunted PhantasmRAV4
274,Hunted Phantasm,Justin Sweet,['U'],['U'],55,RAV,#734D1F,115,77,31,Hunted PhantasmRAV5
275,Induce Paranoia,Jim Murray,"['B', 'U']",['U'],56,RAV,#591B20,89,27,32,Induce ParanoiaRAV1
276,Induce Paranoia,Jim Murray,"['B', 'U']",['U'],56,RAV,#362D73,54,45,115,Induce ParanoiaRAV2
277,Induce Paranoia,Jim Murray,"['B', 'U']",['U'],56,RAV,#F2C12E,242,193,46,Induce ParanoiaRAV3
278,Induce Paranoia,Jim Murray,"['B', 'U']",['U'],56,RAV,#D9751E,217,117,30,Induce ParanoiaRAV4
279,Induce Paranoia,Jim Murray,"['B', 'U']",['U'],56,RAV,#A63D17,166,61,23,Induce ParanoiaRAV5
280,Lore Broker,Alan Pollack,['U'],['U'],57,RAV,#9ABF80,154,191,128,Lore BrokerRAV1
281,Lore Broker,Alan Pollack,['U'],['U'],57,RAV,#8FA677,143,166,119,Lore BrokerRAV2
282,Lore Broker,Alan Pollack,['U'],['U'],57,RAV,#A6813C,166,129,60,Lore BrokerRAV3
283,Lore Broker,Alan Pollack,['U'],['U'],57,RAV,#733917,115,57,23,Lore BrokerRAV4
284,Lore Broker,Alan Pollack,['U'],['U'],57,RAV,#A63C24,166,60,36,Lore BrokerRAV5
285,Mark of Eviction,Tsutomu Kawade,['U'],['U'],58,RAV,#D9C14A,217,193,74,Mark of EvictionRAV1
286,Mark of Eviction,Tsutomu Kawade,['U'],['U'],58,RAV,#D9BA5F,217,186,95,Mark of EvictionRAV2
287,Mark of Eviction,Tsutomu Kawade,['U'],['U'],58,RAV,#BF935E,191,147,94,Mark of EvictionRAV3
288,Mark of Eviction,Tsutomu Kawade,['U'],['U'],58,RAV,#A62F24,166,47,36,Mark of EvictionRAV4
289,Mark of Eviction,Tsutomu Kawade,['U'],['U'],58,RAV,#731919,115,25,25,Mark of EvictionRAV5
290,Mnemonic Nexus,Stephen Tappin,['U'],['U'],59,RAV,#D9D5F2,217,213,242,Mnemonic NexusRAV1
291,Mnemonic Nexus,Stephen Tappin,['U'],['U'],59,RAV,#4946A6,73,70,166,Mnemonic NexusRAV2
292,Mnemonic Nexus,Stephen Tappin,['U'],['U'],59,RAV,#423F8C,66,63,140,Mnemonic NexusRAV3
293,Mnemonic Nexus,Stephen Tappin,['U'],['U'],59,RAV,#7580BF,117,128,191,Mnemonic NexusRAV4
294,Mnemonic Nexus,Stephen Tappin,['U'],['U'],59,RAV,#73551F,115,85,31,Mnemonic NexusRAV5
295,Muddle the Mixture,Luca Zontini,['U'],['U'],60,RAV,#F2B544,242,181,68,Muddle the MixtureRAV1
296,Muddle the Mixture,Luca Zontini,['U'],['U'],60,RAV,#D98D30,217,141,48,Muddle the MixtureRAV2
297,Muddle the Mixture,Luca Zontini,['U'],['U'],60,RAV,#BF5A1F,191,90,31,Muddle the MixtureRAV3
298,Muddle the Mixture,Luca Zontini,['U'],['U'],60,RAV,#D92818,217,40,24,Muddle the MixtureRAV4
299,Muddle the Mixture,Luca Zontini,['U'],['U'],60,RAV,#A65E58,166,94,88,Muddle the MixtureRAV5
300,Peel from Reality,Puddnhead,['U'],['U'],61,RAV,#F2DFEB,242,223,235,Peel from RealityRAV1
301,Peel from Reality,Puddnhead,['U'],['U'],61,RAV,#BF8AB6,191,138,182,Peel from RealityRAV2
302,Peel from Reality,Puddnhead,['U'],['U'],61,RAV,#2A398C,42,57,140,Peel from RealityRAV3
303,Peel from Reality,Puddnhead,['U'],['U'],61,RAV,#1D2659,29,38,89,Peel from RealityRAV4
304,Peel from Reality,Puddnhead,['U'],['U'],61,RAV,#2953A6,41,83,166,Peel from RealityRAV5
305,Quickchange,Christopher Moeller,['U'],['U'],62,RAV,#A0A3D9,160,163,217,QuickchangeRAV1
306,Quickchange,Christopher Moeller,['U'],['U'],62,RAV,#35428C,53,66,140,QuickchangeRAV2
307,Quickchange,Christopher Moeller,['U'],['U'],62,RAV,#ADBF21,173,191,33,QuickchangeRAV3
308,Quickchange,Christopher Moeller,['U'],['U'],62,RAV,#97A626,151,166,38,QuickchangeRAV4
309,Quickchange,Christopher Moeller,['U'],['U'],62,RAV,#D95032,217,80,50,QuickchangeRAV5
310,Remand,Mark A. Nelson,['U'],['U'],63,RAV,#B6D0F2,182,208,242,RemandRAV1
311,Remand,Mark A. Nelson,['U'],['U'],63,RAV,#BFAB49,191,171,73,RemandRAV2
312,Remand,Mark A. Nelson,['U'],['U'],63,RAV,#595127,89,81,39,RemandRAV3
313,Remand,Mark A. Nelson,['U'],['U'],63,RAV,#A69B63,166,155,99,RemandRAV4
314,Remand,Mark A. Nelson,['U'],['U'],63,RAV,#A6431F,166,67,31,RemandRAV5
315,Snapping Drake,Dave Dorman,['U'],['U'],64,RAV,#D4B4D9,212,180,217,Snapping DrakeRAV1
316,Snapping Drake,Dave Dorman,['U'],['U'],64,RAV,#A884BF,168,132,191,Snapping DrakeRAV2
317,Snapping Drake,Dave Dorman,['U'],['U'],64,RAV,#D9A036,217,160,54,Snapping DrakeRAV3
318,Snapping Drake,Dave Dorman,['U'],['U'],64,RAV,#8C612B,140,97,43,Snapping DrakeRAV4
319,Snapping Drake,Dave Dorman,['U'],['U'],64,RAV,#D9751E,217,117,30,Snapping DrakeRAV5
320,Spawnbroker,Wayne England,['U'],['U'],65,RAV,#E3DCF2,227,220,242,SpawnbrokerRAV1
321,Spawnbroker,Wayne England,['U'],['U'],65,RAV,#A199BF,161,153,191,SpawnbrokerRAV2
322,Spawnbroker,Wayne England,['U'],['U'],65,RAV,#6E65A6,110,101,166,SpawnbrokerRAV3
323,Spawnbroker,Wayne England,['U'],['U'],65,RAV,#A68241,166,130,65,SpawnbrokerRAV4
324,Spawnbroker,Wayne England,['U'],['U'],65,RAV,#D95A4E,217,90,78,SpawnbrokerRAV5
325,Stasis Cell,Mark A. Nelson,['U'],['U'],66,RAV,#D4D941,212,217,65,Stasis CellRAV1
326,Stasis Cell,Mark A. Nelson,['U'],['U'],66,RAV,#F2A74B,242,167,75,Stasis CellRAV2
327,Stasis Cell,Mark A. Nelson,['U'],['U'],66,RAV,#F28241,242,130,65,Stasis CellRAV3
328,Stasis Cell,Mark A. Nelson,['U'],['U'],66,RAV,#F25A38,242,90,56,Stasis CellRAV4
329,Stasis Cell,Mark A. Nelson,['U'],['U'],66,RAV,#8C3D35,140,61,53,Stasis CellRAV5
330,Surveilling Sprite,Terese Nielsen,['U'],['U'],67,RAV,#593257,89,50,87,Surveilling SpriteRAV1
331,Surveilling Sprite,Terese Nielsen,['U'],['U'],67,RAV,#684073,104,64,115,Surveilling SpriteRAV2
332,Surveilling Sprite,Terese Nielsen,['U'],['U'],67,RAV,#8C8668,140,134,104,Surveilling SpriteRAV3
333,Surveilling Sprite,Terese Nielsen,['U'],['U'],67,RAV,#D9B855,217,184,85,Surveilling SpriteRAV4
334,Surveilling Sprite,Terese Nielsen,['U'],['U'],67,RAV,#261C14,38,28,20,Surveilling SpriteRAV5
335,Tattered Drake,Glenn Fabry,"['B', 'U']",['U'],68,RAV,#80B2F2,128,178,242,Tattered DrakeRAV1
336,Tattered Drake,Glenn Fabry,"['B', 'U']",['U'],68,RAV,#AECCF2,174,204,242,Tattered DrakeRAV2
337,Tattered Drake,Glenn Fabry,"['B', 'U']",['U'],68,RAV,#F2D272,242,210,114,Tattered DrakeRAV3
338,Tattered Drake,Glenn Fabry,"['B', 'U']",['U'],68,RAV,#BF8450,191,132,80,Tattered DrakeRAV4
339,Tattered Drake,Glenn Fabry,"['B', 'U']",['U'],68,RAV,#D9644A,217,100,74,Tattered DrakeRAV5
340,Telling Time,Scott M. Fischer,['U'],['U'],69,RAV,#404373,64,67,115,Telling TimeRAV1
341,Telling Time,Scott M. Fischer,['U'],['U'],69,RAV,#303E8C,48,62,140,Telling TimeRAV2
342,Telling Time,Scott M. Fischer,['U'],['U'],69,RAV,#F2DF80,242,223,128,Telling TimeRAV3
343,Telling Time,Scott M. Fischer,['U'],['U'],69,RAV,#F2E7AE,242,231,174,Telling TimeRAV4
344,Telling Time,Scott M. Fischer,['U'],['U'],69,RAV,#BF6550,191,101,80,Telling TimeRAV5
345,Terraformer,Luca Zontini,['U'],['U'],70,RAV,#A6498D,166,73,141,TerraformerRAV1
346,Terraformer,Luca Zontini,['U'],['U'],70,RAV,#F2AE2E,242,174,46,TerraformerRAV2
347,Terraformer,Luca Zontini,['U'],['U'],70,RAV,#D9751E,217,117,30,TerraformerRAV3
348,Terraformer,Luca Zontini,['U'],['U'],70,RAV,#D95323,217,83,35,TerraformerRAV4
349,Terraformer,Luca Zontini,['U'],['U'],70,RAV,#A6281C,166,40,28,TerraformerRAV5
350,Tidewater Minion,Tomas Giorello,['U'],['U'],71,RAV,#BFAA84,191,170,132,Tidewater MinionRAV1
351,Tidewater Minion,Tomas Giorello,['U'],['U'],71,RAV,#593C18,89,60,24,Tidewater MinionRAV2
352,Tidewater Minion,Tomas Giorello,['U'],['U'],71,RAV,#D9A76A,217,167,106,Tidewater MinionRAV3
353,Tidewater Minion,Tomas Giorello,['U'],['U'],71,RAV,#A68263,166,130,99,Tidewater MinionRAV4
354,Tidewater Minion,Tomas Giorello,['U'],['U'],71,RAV,#40180F,64,24,15,Tidewater MinionRAV5
355,Tunnel Vision,Dany Orizio,['U'],['U'],72,RAV,#57568C,87,86,140,Tunnel VisionRAV1
356,Tunnel Vision,Dany Orizio,['U'],['U'],72,RAV,#323459,50,52,89,Tunnel VisionRAV2
357,Tunnel Vision,Dany Orizio,['U'],['U'],72,RAV,#BF8049,191,128,73,Tunnel VisionRAV3
358,Tunnel Vision,Dany Orizio,['U'],['U'],72,RAV,#D9BCA3,217,188,163,Tunnel VisionRAV4
359,Tunnel Vision,Dany Orizio,['U'],['U'],72,RAV,#732C1D,115,44,29,Tunnel VisionRAV5
360,Vedalken Dismisser,Dan Scott,['U'],['U'],73,RAV,#847BA6,132,123,166,Vedalken DismisserRAV1
361,Vedalken Dismisser,Dan Scott,['U'],['U'],73,RAV,#2E2D59,46,45,89,Vedalken DismisserRAV2
362,Vedalken Dismisser,Dan Scott,['U'],['U'],73,RAV,#F2E966,242,233,102,Vedalken DismisserRAV3
363,Vedalken Dismisser,Dan Scott,['U'],['U'],73,RAV,#D9BD89,217,189,137,Vedalken DismisserRAV4
364,Vedalken Dismisser,Dan Scott,['U'],['U'],73,RAV,#8C7251,140,114,81,Vedalken DismisserRAV5
365,Vedalken Entrancer,Dan Scott,['U'],['U'],74,RAV,#8C656C,140,101,108,Vedalken EntrancerRAV1
366,Vedalken Entrancer,Dan Scott,['U'],['U'],74,RAV,#F2D649,242,214,73,Vedalken EntrancerRAV2
367,Vedalken Entrancer,Dan Scott,['U'],['U'],74,RAV,#F2C572,242,197,114,Vedalken EntrancerRAV3
368,Vedalken Entrancer,Dan Scott,['U'],['U'],74,RAV,#D98032,217,128,50,Vedalken EntrancerRAV4
369,Vedalken Entrancer,Dan Scott,['U'],['U'],74,RAV,#BF7D56,191,125,86,Vedalken EntrancerRAV5
370,Wizened Snitches,Greg Staples,['U'],['U'],75,RAV,#F2C12E,242,193,46,Wizened SnitchesRAV1
371,Wizened Snitches,Greg Staples,['U'],['U'],75,RAV,#F2AC29,242,172,41,Wizened SnitchesRAV2
372,Wizened Snitches,Greg Staples,['U'],['U'],75,RAV,#BF6B21,191,107,33,Wizened SnitchesRAV3
373,Wizened Snitches,Greg Staples,['U'],['U'],75,RAV,#8C2C16,140,44,22,Wizened SnitchesRAV4
374,Wizened Snitches,Greg Staples,['U'],['U'],75,RAV,#401910,64,25,16,Wizened SnitchesRAV5
375,Zephyr Spirit,Tomas Giorello,['U'],['U'],76,RAV,#A6976A,166,151,106,Zephyr SpiritRAV1
376,Zephyr Spirit,Tomas Giorello,['U'],['U'],76,RAV,#BF5B21,191,91,33,Zephyr SpiritRAV2
377,Zephyr Spirit,Tomas Giorello,['U'],['U'],76,RAV,#D98555,217,133,85,Zephyr SpiritRAV3
378,Zephyr Spirit,Tomas Giorello,['U'],['U'],76,RAV,#A6431F,166,67,31,Zephyr SpiritRAV4
379,Zephyr Spirit,Tomas Giorello,['U'],['U'],76,RAV,#593831,89,56,49,Zephyr SpiritRAV5
380,Blood Funnel,Thomas M. Baxa,['B'],['B'],77,RAV,#7E72A6,126,114,166,Blood FunnelRAV1
381,Blood Funnel,Thomas M. Baxa,['B'],['B'],77,RAV,#232617,35,38,23,Blood FunnelRAV2
382,Blood Funnel,Thomas M. Baxa,['B'],['B'],77,RAV,#D9D273,217,210,115,Blood FunnelRAV3
383,Blood Funnel,Thomas M. Baxa,['B'],['B'],77,RAV,#D9501E,217,80,30,Blood FunnelRAV4
384,Blood Funnel,Thomas M. Baxa,['B'],['B'],77,RAV,#8C2F1B,140,47,27,Blood FunnelRAV5
385,Brainspoil,Tomas Giorello,['B'],['B'],78,RAV,#8AA624,138,166,36,BrainspoilRAV1
386,Brainspoil,Tomas Giorello,['B'],['B'],78,RAV,#BFA41B,191,164,27,BrainspoilRAV2
387,Brainspoil,Tomas Giorello,['B'],['B'],78,RAV,#A68626,166,134,38,BrainspoilRAV3
388,Brainspoil,Tomas Giorello,['B'],['B'],78,RAV,#D98032,217,128,50,BrainspoilRAV4
389,Brainspoil,Tomas Giorello,['B'],['B'],78,RAV,#A64521,166,69,33,BrainspoilRAV5
390,Carrion Howler,John Zeleznik,['B'],['B'],79,RAV,#F2B33D,242,179,61,Carrion HowlerRAV1
391,Carrion Howler,John Zeleznik,['B'],['B'],79,RAV,#F2A444,242,164,68,Carrion HowlerRAV2
392,Carrion Howler,John Zeleznik,['B'],['B'],79,RAV,#D98943,217,137,67,Carrion HowlerRAV3
393,Carrion Howler,John Zeleznik,['B'],['B'],79,RAV,#BF6545,191,101,69,Carrion HowlerRAV4
394,Carrion Howler,John Zeleznik,['B'],['B'],79,RAV,#733939,115,57,57,Carrion HowlerRAV5
395,Clinging Darkness,Glen Angus,['B'],['B'],80,RAV,#8CBF84,140,191,132,Clinging DarknessRAV1
396,Clinging Darkness,Glen Angus,['B'],['B'],80,RAV,#0D0D0B,13,13,11,Clinging DarknessRAV2
397,Clinging Darkness,Glen Angus,['B'],['B'],80,RAV,#D9A74A,217,167,74,Clinging DarknessRAV3
398,Clinging Darkness,Glen Angus,['B'],['B'],80,RAV,#733E1F,115,62,31,Clinging DarknessRAV4
399,Clinging Darkness,Glen Angus,['B'],['B'],80,RAV,#8C342B,140,52,43,Clinging DarknessRAV5
400,Dark Confidant,Ron Spears,['B'],['B'],81,RAV,#5D5F8C,93,95,140,Dark ConfidantRAV1
401,Dark Confidant,Ron Spears,['B'],['B'],81,RAV,#D9B64E,217,182,78,Dark ConfidantRAV2
402,Dark Confidant,Ron Spears,['B'],['B'],81,RAV,#D98D30,217,141,48,Dark ConfidantRAV3
403,Dark Confidant,Ron Spears,['B'],['B'],81,RAV,#D9814E,217,129,78,Dark ConfidantRAV4
404,Dark Confidant,Ron Spears,['B'],['B'],81,RAV,#73351F,115,53,31,Dark ConfidantRAV5
405,Darkblast,Randy Gallegos,['B'],['B'],82,RAV,#8C5660,140,86,96,DarkblastRAV1
406,Darkblast,Randy Gallegos,['B'],['B'],82,RAV,#F2C84B,242,200,75,DarkblastRAV2
407,Darkblast,Randy Gallegos,['B'],['B'],82,RAV,#F2B950,242,185,80,DarkblastRAV3
408,Darkblast,Randy Gallegos,['B'],['B'],82,RAV,#F27C38,242,124,56,DarkblastRAV4
409,Darkblast,Randy Gallegos,['B'],['B'],82,RAV,#BF4D34,191,77,52,DarkblastRAV5
410,Dimir House Guard,John Zeleznik,['B'],['B'],83,RAV,#592C52,89,44,82,Dimir House GuardRAV1
411,Dimir House Guard,John Zeleznik,['B'],['B'],83,RAV,#77588C,119,88,140,Dimir House GuardRAV2
412,Dimir House Guard,John Zeleznik,['B'],['B'],83,RAV,#603FA6,96,63,166,Dimir House GuardRAV3
413,Dimir House Guard,John Zeleznik,['B'],['B'],83,RAV,#736D5C,115,109,92,Dimir House GuardRAV4
414,Dimir House Guard,John Zeleznik,['B'],['B'],83,RAV,#A66038,166,96,56,Dimir House GuardRAV5
415,Dimir Machinations,Greg Staples,['B'],['B'],84,RAV,#BFAF60,191,175,96,Dimir MachinationsRAV1
416,Dimir Machinations,Greg Staples,['B'],['B'],84,RAV,#F2E6A7,242,230,167,Dimir MachinationsRAV2
417,Dimir Machinations,Greg Staples,['B'],['B'],84,RAV,#A69153,166,145,83,Dimir MachinationsRAV3
418,Dimir Machinations,Greg Staples,['B'],['B'],84,RAV,#594F2E,89,79,46,Dimir MachinationsRAV4
419,Dimir Machinations,Greg Staples,['B'],['B'],84,RAV,#A66329,166,99,41,Dimir MachinationsRAV5
420,Disembowel,Chengo McFlingers,['B'],['B'],85,RAV,#BFB854,191,184,84,DisembowelRAV1
421,Disembowel,Chengo McFlingers,['B'],['B'],85,RAV,#8C7D30,140,125,48,DisembowelRAV2
422,Disembowel,Chengo McFlingers,['B'],['B'],85,RAV,#D98C4A,217,140,74,DisembowelRAV3
423,Disembowel,Chengo McFlingers,['B'],['B'],85,RAV,#D97A43,217,122,67,DisembowelRAV4
424,Disembowel,Chengo McFlingers,['B'],['B'],85,RAV,#591E11,89,30,17,DisembowelRAV5
425,Empty the Catacombs,Mark A. Nelson,['B'],['B'],86,RAV,#6C6AA6,108,106,166,Empty the CatacombsRAV1
426,Empty the Catacombs,Mark A. Nelson,['B'],['B'],86,RAV,#365B73,54,91,115,Empty the CatacombsRAV2
427,Empty the Catacombs,Mark A. Nelson,['B'],['B'],86,RAV,#8AB0BF,138,176,191,Empty the CatacombsRAV3
428,Empty the Catacombs,Mark A. Nelson,['B'],['B'],86,RAV,#0A0D0A,10,13,10,Empty the CatacombsRAV4
429,Empty the Catacombs,Mark A. Nelson,['B'],['B'],86,RAV,#D9D59C,217,213,156,Empty the CatacombsRAV5
430,Golgari Thug,Kev Walker,['B'],['B'],87,RAV,#F2F0C9,242,240,201,Golgari ThugRAV1
431,Golgari Thug,Kev Walker,['B'],['B'],87,RAV,#D9C077,217,192,119,Golgari ThugRAV2
432,Golgari Thug,Kev Walker,['B'],['B'],87,RAV,#BFA36F,191,163,111,Golgari ThugRAV3
433,Golgari Thug,Kev Walker,['B'],['B'],87,RAV,#736049,115,96,73,Golgari ThugRAV4
434,Golgari Thug,Kev Walker,['B'],['B'],87,RAV,#592E1E,89,46,30,Golgari ThugRAV5
435,Helldozer,Zoltan Boros & Gabor Szikszai,['B'],['B'],88,RAV,#223459,34,52,89,HelldozerRAV1
436,Helldozer,Zoltan Boros & Gabor Szikszai,['B'],['B'],88,RAV,#37538C,55,83,140,HelldozerRAV2
437,Helldozer,Zoltan Boros & Gabor Szikszai,['B'],['B'],88,RAV,#C9DFF2,201,223,242,HelldozerRAV3
438,Helldozer,Zoltan Boros & Gabor Szikszai,['B'],['B'],88,RAV,#8C862B,140,134,43,HelldozerRAV4
439,Helldozer,Zoltan Boros & Gabor Szikszai,['B'],['B'],88,RAV,#D9D052,217,208,82,HelldozerRAV5
440,Hex,Michael Sutfin,['B'],['B'],89,RAV,#A67E4E,166,126,78,HexRAV1
441,Hex,Michael Sutfin,['B'],['B'],89,RAV,#BF5E26,191,94,38,HexRAV2
442,Hex,Michael Sutfin,['B'],['B'],89,RAV,#A6381F,166,56,31,HexRAV3
443,Hex,Michael Sutfin,['B'],['B'],89,RAV,#592418,89,36,24,HexRAV4
444,Hex,Michael Sutfin,['B'],['B'],89,RAV,#A67B7B,166,123,123,HexRAV5
445,Hunted Horror,Paolo Parente,['B'],['B'],90,RAV,#8C687F,140,104,127,Hunted HorrorRAV1
446,Hunted Horror,Paolo Parente,['B'],['B'],90,RAV,#363340,54,51,64,Hunted HorrorRAV2
447,Hunted Horror,Paolo Parente,['B'],['B'],90,RAV,#89CAD9,137,202,217,Hunted HorrorRAV3
448,Hunted Horror,Paolo Parente,['B'],['B'],90,RAV,#9FBFA1,159,191,161,Hunted HorrorRAV4
449,Hunted Horror,Paolo Parente,['B'],['B'],90,RAV,#BFB6A4,191,182,164,Hunted HorrorRAV5
450,Infectious Host,rk post,['B'],['B'],91,RAV,#BF7582,191,117,130,Infectious HostRAV1
451,Infectious Host,rk post,['B'],['B'],91,RAV,#F2D680,242,214,128,Infectious HostRAV2
452,Infectious Host,rk post,['B'],['B'],91,RAV,#D99A4E,217,154,78,Infectious HostRAV3
453,Infectious Host,rk post,['B'],['B'],91,RAV,#D96E30,217,110,48,Infectious HostRAV4
454,Infectious Host,rk post,['B'],['B'],91,RAV,#BF6854,191,104,84,Infectious HostRAV5
455,Keening Banshee,Robert Bliss,['B'],['B'],92,RAV,#F0F0F2,240,240,242,Keening BansheeRAV1
456,Keening Banshee,Robert Bliss,['B'],['B'],92,RAV,#27538C,39,83,140,Keening BansheeRAV2
457,Keening Banshee,Robert Bliss,['B'],['B'],92,RAV,#5483BF,84,131,191,Keening BansheeRAV3
458,Keening Banshee,Robert Bliss,['B'],['B'],92,RAV,#183B59,24,59,89,Keening BansheeRAV4
459,Keening Banshee,Robert Bliss,['B'],['B'],92,RAV,#070D05,7,13,5,Keening BansheeRAV5
460,Last Gasp,Thomas M. Baxa,['B'],['B'],93,RAV,#4A548C,74,84,140,Last GaspRAV1
461,Last Gasp,Thomas M. Baxa,['B'],['B'],93,RAV,#222940,34,41,64,Last GaspRAV2
462,Last Gasp,Thomas M. Baxa,['B'],['B'],93,RAV,#BF9E3B,191,158,59,Last GaspRAV3
463,Last Gasp,Thomas M. Baxa,['B'],['B'],93,RAV,#A67233,166,114,51,Last GaspRAV4
464,Last Gasp,Thomas M. Baxa,['B'],['B'],93,RAV,#402C1A,64,44,26,Last GaspRAV5
465,Mausoleum Turnkey,Darrell Riche,['B'],['B'],94,RAV,#778C4A,119,140,74,Mausoleum TurnkeyRAV1
466,Mausoleum Turnkey,Darrell Riche,['B'],['B'],94,RAV,#637340,99,115,64,Mausoleum TurnkeyRAV2
467,Mausoleum Turnkey,Darrell Riche,['B'],['B'],94,RAV,#A66124,166,97,36,Mausoleum TurnkeyRAV3
468,Mausoleum Turnkey,Darrell Riche,['B'],['B'],94,RAV,#BF452A,191,69,42,Mausoleum TurnkeyRAV4
469,Mausoleum Turnkey,Darrell Riche,['B'],['B'],94,RAV,#401713,64,23,19,Mausoleum TurnkeyRAV5
470,Moonlight Bargain,Nick Percival,['B'],['B'],95,RAV,#64798C,100,121,140,Moonlight BargainRAV1
471,Moonlight Bargain,Nick Percival,['B'],['B'],95,RAV,#C2D9BF,194,217,191,Moonlight BargainRAV2
472,Moonlight Bargain,Nick Percival,['B'],['B'],95,RAV,#594022,89,64,34,Moonlight BargainRAV3
473,Moonlight Bargain,Nick Percival,['B'],['B'],95,RAV,#BFA07A,191,160,122,Moonlight BargainRAV4
474,Moonlight Bargain,Nick Percival,['B'],['B'],95,RAV,#402015,64,32,21,Moonlight BargainRAV5
475,Mortipede,Dave Dorman,"['B', 'G']",['B'],96,RAV,#437353,67,115,83,MortipedeRAV1
