name,artist,colourid,colour,collectornum,expansion,hexval
Lightning Helix,Kev Walker,"['R', 'W']","['R', 'W']",213,RAV,"#F2E088
#F2E7AE
#F2AA6B
#F2935C
#F27D52"
Loxodon Hierarch,Kev Walker,"['G', 'W']","['G', 'W']",214,RAV,"#9BA685
#828C35
#D2D9A3
#70735D
#0D0D0D"
Mindleech Mass,Kev Walker,"['B', 'U']","['B', 'U']",215,RAV,"#7B78BF
#9CB6D9
#D9D2C5
#8C837B
#59514F"
Moroii,Dan Scott,"['B', 'U']","['B', 'U']",216,RAV,"#221726
#9298A6
#162619
#736E56
#403B31"
Perplex,Tsutomu Kawade,"['B', 'U']","['B', 'U']",217,RAV,"#4F4859
#B4B6D9
#DCE0F2
#8C6B4D
#8C3926"
Phytohydra,Jim Murray,"['G', 'W']","['G', 'W']",218,RAV,"#D9B448
#BF9039
#D9B391
#D96B2B
#733E1F"
Pollenbright Wings,Terese Nielsen,"['G', 'W']","['G', 'W']",219,RAV,"#73672F
#D9D2AD
#D9B64E
#734D2C
#A63429"
Psychic Drain,Nick Percival,"['B', 'U']","['B', 'U']",220,RAV,"#483B59
#75728C
#262840
#96A65D
#A68051"
Putrefy,Jim Nelson,"['B', 'G']","['B', 'G']",221,RAV,"#F2CB57
#F2C166
#D99C52
#8C4F2B
#592C1C"
Rally the Righteous,Dan Scott,"['R', 'W']","['R', 'W']",222,RAV,"#F2C53D
#F2B138
#D97823
#8C441B
#401309"
"Razia, Boros Archangel",Donato Giancola,"['R', 'W']","['R', 'W']",223,RAV,"#7E688C
#F2E852
#F2C849
#F28F38
#A65C41"
Razia's Purification,Shishizaru,"['R', 'W']","['R', 'W']",224,RAV,"#F2E3B3
#F2B950
#F28B30
#D94D1A
#732D14"
"Savra, Queen of the Golgari",Scott M. Fischer,"['B', 'G']","['B', 'G']",225,RAV,"#0A0D0C
#9FBFA1
#618C37
#9EBF6B
#F2C335"
Searing Meditation,Dave Dorman,"['R', 'W']","['R', 'W']",226,RAV,"#8B3E8C
#6B3273
#8878BF
#A0A9D9
#8C4C27"
Seeds of Strength,Ralph Horsley,"['G', 'W']","['G', 'W']",227,RAV,"#3D5939
#778C2B
#9DA65D
#D4D959
#F2EC9B"
Selesnya Evangel,Rob Alexander,"['G', 'W']","['G', 'W']",228,RAV,"#F2D680
#F2C46D
#735939
#D9AA71
#BF793B"
Selesnya Sagittars,"Edward P. Beard, Jr.","['G', 'W']","['G', 'W']",229,RAV,"#806D8C
#284022
#D9AF62
#BF7330
#733924"
Shambling Shell,Joel Thomas,"['B', 'G']","['B', 'G']",230,RAV,"#161426
#353459
#A2A632
#BFAF5E
#8C6C30"
Sisters of Stone Death,Donato Giancola,"['B', 'G']","['B', 'G']",231,RAV,"#BBBF36
#707324
#A69E33
#403D1A
#261D0D"
Skyknight Legionnaire,Jim Murray,"['R', 'W']","['R', 'W']",232,RAV,"#F2DC9B
#F2A057
#D9753B
#BF4124
#8C281F"
Sunhome Enforcer,Greg Staples,"['R', 'W']","['R', 'W']",233,RAV,"#F2C438
#BF8034
#A66124
#8C471F
#402312"
"Szadek, Lord of Secrets",Donato Giancola,"['B', 'U']","['B', 'U']",234,RAV,"#1E3259
#1F80A6
#30838C
#D9B95B
#260101"
Thundersong Trumpeter,Michael Sutfin,"['R', 'W']","['R', 'W']",235,RAV,"#8C4256
#F2DA63
#D9631E
#BF391B
#731E16"
Tolsimir Wolfblood,Donato Giancola,"['G', 'W']","['G', 'W']",236,RAV,"#364013
#8C742B
#F2CB57
#D98D30
#BF5D24"
Twisted Justice,Ralph Horsley,"['B', 'U']","['B', 'U']",237,RAV,"#273A73
#233559
#315259
#B2BFA4
#BBBF45"
Vulturous Zombie,Greg Staples,"['B', 'G']","['B', 'G']",238,RAV,"#202611
#555931
#898C27
#707326
#A69B65"
Watchwolf,Kev Walker,"['G', 'W']","['G', 'W']",239,RAV,"#261C21
#BFB47A
#F2E8B3
#A6977B
#594242"
Woodwraith Corrupter,Greg Staples,"['B', 'G']","['B', 'G']",240,RAV,"#BBBF39
#BFB745
#595023
#A69851
#0D0A08"
Woodwraith Strangler,Pat Lee,"['B', 'G']","['B', 'G']",241,RAV,"#1C2614
#32401E
#7D8C45
#D4D952
#BBBF49"
Boros Guildmage,Paolo Parente,"['R', 'W']","['R', 'W']",242,RAV,"#A64B6C
#735D6F
#99BFAD
#F2DCB3
#8C3030"
Boros Recruit,Keith Garletts,"['R', 'W']","['R', 'W']",243,RAV,"#0B1226
#D9B23D
#D9A23D
#A65221
#BF2E21"
Centaur Safeguard,Glenn Fabry,"['G', 'W']","['G', 'W']",244,RAV,"#6D8C3E
#48592E
#D95D30
#BF4124
#591414"
Dimir Guildmage,Adam Rex,"['B', 'U']","['B', 'U']",245,RAV,"#141A26
#2E578C
#80A2BF
#080C0D
#594C4C"
Gaze of the Gorgon,Stephen Tappin,"['B', 'G']","['B', 'G']",246,RAV,"#314022
#6B7332
#A3A649
#BEBF8F
#261F11"
Gleancrawler,Dave Allsop,"['B', 'G']","['B', 'G']",247,RAV,"#BFAC4B
#BF9C5A
#73461F
#BF6C3B
#592519"
Golgari Guildmage,Zoltan Boros & Gabor Szikszai,"['B', 'G']","['B', 'G']",248,RAV,"#111826
#224026
#688C45
#7E8C49
#BFB16B"
Lurking Informant,Ron Spears,"['B', 'U']","['B', 'U']",249,RAV,"#F2EEAE
#F2D16D
#BF6734
#402217
#A65644"
Master Warcraft,Zoltan Boros & Gabor Szikszai,"['R', 'W']","['R', 'W']",250,RAV,"#F2C84B
#F2DEA0
#D97218
#8C3616
#401414"
Privileged Position,Wayne England,"['G', 'W']","['G', 'W']",251,RAV,"#BDD9F2
#26261C
#F2E3B6
#F2B66D
#A67244"
Selesnya Guildmage,Mark Zug,"['G', 'W']","['G', 'W']",252,RAV,"#595439
#D9BA5F
#8C7E54
#F2E3B3
#F2E4C9"
Shadow of Doubt,Greg Staples,"['B', 'U']","['B', 'U']",253,RAV,"#EBF2F2
#2D403B
#65736F
#18261B
#9CA69D"
Bloodletter Quill,Dan Scott,"['B', 'U']",[],254,RAV,"#D9A3CA
#614673
#F2E0C9
#D99379
#8C3030"
Boros Signet,Greg Hildebrandt,"['R', 'W']",[],255,RAV,"#F2DE79
#F2C572
#D97C2B
#D95A2B
#A62C21"
Bottled Cloister,Luca Zontini,[],[],256,RAV,"#4D4373
#2B2A40
#D98F4E
#BF6A39
#A6523F"
Cloudstone Curio,Heather Hudson,[],[],257,RAV,"#4B4073
#4B498C
#F2CA80
#BF7F5A
#732C26"
Crown of Convergence,Jen Page,"['G', 'W']",[],258,RAV,"#182614
#D9CC8B
#A69258
#F2EAD0
#F2F2F2"
Cyclopean Snare,Keith Garletts,[],[],259,RAV,"#A66370
#222559
#4154BF
#3F4EA6
#8C1B1B"
Dimir Signet,Greg Hildebrandt,"['B', 'U']",[],260,RAV,"#383EA6
#32378C
#222559
#A67244
#8C4C46"
Glass Golem,Glen Angus,[],[],261,RAV,"#313759
#6B90BF
#BCBFA3
#D3D932
#A68F4B"
Golgari Signet,Greg Hildebrandt,"['B', 'G']",[],262,RAV,"#A69F41
#BFAA69
#D9BD9C
#8C3F23
#593122"
Grifter's Blade,Alan Pollack,[],[],263,RAV,"#F2C641
#D9A036
#BF8845
#735229
#401A0D"
Junktroller,Chippy,[],[],264,RAV,"#DFEDF2
#D9984A
#D9B68B
#40372F
#59220E"
Leashling,Carl Critchlow,[],[],265,RAV,"#F2DC9B
#F2D5A0
#D9B68B
#D9751E
#593F27"
Nullstone Gargoyle,Glenn Fabry,[],[],266,RAV,"#3C4CA6
#3F59A6
#F2BA52
#D9863D
#733426"
Pariah's Shield,Doug Chaffee,[],[],267,RAV,"#8D81A6
#D9B752
#BF984E
#73532C
#BF8C80"
Peregrine Mask,"Edward P. Beard, Jr.",[],[],268,RAV,"#261014
#642D73
#492259
#F2EDD5
#8C5B3E"
Plague Boiler,Mark Tedin,"['B', 'G']",[],269,RAV,"#7BA692
#3C5949
#95BF93
#8C4B26
#401A0C"
Selesnya Signet,Greg Hildebrandt,"['G', 'W']",[],270,RAV,"#223059
#D9BF71
#BF7C2A
#A65221
#A64521"
Spectral Searchlight,Martina Pilcerova,[],[],271,RAV,"#22401E
#4C7326
#9FBF2A
#D3D93B
#F2EC91"
Sunforger,Darrell Riche,"['R', 'W']",[],272,RAV,"#592A49
#A66A96
#F2C791
#F25922
#8C251C"
Terrarion,Luca Zontini,[],[],273,RAV,"#8C3746
#352559
#D9C148
#D9753B
#D92323"
Voyager Staff,Tsutomu Kawade,[],[],274,RAV,"#8076A6
#B5B0D9
#BFB16B
#594A2E
#8C7A58"
Boros Garrison,John Avon,"['R', 'W']",[],275,RAV,"#F2DC9B
#D98B2B
#BF5A1F
#8C1A0F
#400A0A"
Dimir Aqueduct,John Avon,"['B', 'U']",[],276,RAV,"#2F3273
#7E81BF
#303E8C
#191F40
#8BB4D9"
"Duskmantle, House of Shadow",Martina Pilcerova,"['B', 'U']",[],277,RAV,"#554D73
#B2A7D9
#BBC8F2
#CEDEF2
#261B14"
Golgari Rot Farm,John Avon,"['B', 'G']",[],278,RAV,"#0C0D08
#D6D98F
#BFB856
#59522C
#A68D44"
Overgrown Tomb,Rob Alexander,"['B', 'G']",[],279,RAV,"#242610
#F2EB8D
#A6974E
#F2E291
#736332"
Sacred Foundry,Rob Alexander,"['R', 'W']",[],280,RAV,"#F2C335
#F2AE2E
#D9731A
#A62B0F
#400601"
Selesnya Sanctuary,John Avon,"['G', 'W']",[],281,RAV,"#D9D2B0
#F2EDD5
#A6945D
#8C6B42
#40311E"
"Sunhome, Fortress of the Legion",Martina Pilcerova,"['R', 'W']",[],282,RAV,"#F2D95C
#F2E18D
#D98723
#D94B18
#8C2C16"
"Svogthos, the Restless Tomb",Martina Pilcerova,"['B', 'G']",[],283,RAV,"#BFB856
#D9CB89
#594918
#D96523
#732F16"
Temple Garden,Rob Alexander,"['G', 'W']",[],284,RAV,"#BBBF3F
#BFA75E
#F2E4BB
#8C6F3A
#402E19"
"Vitu-Ghazi, the City-Tree",Martina Pilcerova,"['G', 'W']",[],285,RAV,"#D9CD2B
#595622
#F2E18D
#F2C84B
#F2D49B"
Watery Grave,Rob Alexander,"['B', 'U']",[],286,RAV,"#192610
#736D24
#A6A15B
#8C845D
#403821"
Plains,Stephan Martiniere,['W'],[],287,RAV,"#E9ECF2
#3E5159
#BFBC95
#A6A492
#D9D7C5"
Plains,Christopher Moeller,['W'],[],288,RAV,"#D9BE6C
#BF9E60
#A67A46
#8C613B
#593A27"
Plains,Anthony S. Waters,['W'],[],289,RAV,"#6B78BF
#45578C
#F2EA79
#D9D5A3
#F2DF80"
Plains,Richard Wright,['W'],[],290,RAV,"#A3C4D9
#F2C572
#D99152
#8C472E
#402A22"
Island,Stephan Martiniere,['U'],[],291,RAV,"#42628C
#77A1D9
#AECCF2
#D8E3F2
#364C59"
Island,Christopher Moeller,['U'],[],292,RAV,"#464D73
#6B80BF
#91A3D9
#C4D4F2
#DCE4F2"
Island,Anthony S. Waters,['U'],[],293,RAV,"#1D3D59
#5B89A6
#ACD7F2
#9DA65B
#BF8563"
Island,Richard Wright,['U'],[],294,RAV,"#223A59
#254159
#486773
#A0A68A
#F2E0D0"
Swamp,Stephan Martiniere,['B'],[],295,RAV,"#18261B
#58733D
#4B5936
#A8BF56
#CFD989"
Swamp,Christopher Moeller,['B'],[],296,RAV,"#C1C9D9
#0A0D0C
#A6974E
#A67C2E
#403B31"
Swamp,Anthony S. Waters,['B'],[],297,RAV,"#1A261C
#D4D941
#BFBD99
#73672D
#8C845D"
Swamp,Richard Wright,['B'],[],298,RAV,"#0A0C0D
#58592E
#8A8C4A
#D9D496
#F2EBC4"
Mountain,Stephan Martiniere,['R'],[],299,RAV,"#F2D649
#F2CA50
#D99036
#BF612A
#401D16"
Mountain,Christopher Moeller,['R'],[],300,RAV,"#D9A23D
#F2C6A0
#D98452
#BF4F36
#401916"
Mountain,Anthony S. Waters,['R'],[],301,RAV,"#401D26
#F29849
#D95E32
#D94032
#8C3030"
Mountain,Richard Wright,['R'],[],302,RAV,"#F2CD5C
#F2A74B
#D9843B
#D95829
#592918"
Forest,Stephan Martiniere,['G'],[],303,RAV,"#C4D4F2
#7A98BF
#7CA69E
#17261B
#728C4A"
Forest,Christopher Moeller,['G'],[],304,RAV,"#DCE2F2
#374024
#8C7F3E
#736A3C
#BFB2A3"
Forest,Anthony S. Waters,['G'],[],305,RAV,"#548C72
#14261A
#A9BF5A
#D3D9A7
#8A8C46"
Forest,Richard Wright,['G'],[],306,RAV,"#1A402A
#3D7354
#568C59
#C7D9A0
#F2F0CE"
Absolver Thrull,Rob Alexander,['W'],['W'],1,GPT,"#F2CF66
#D99A25
#D9851E
#A66329
#734429"
Belfry Spirit,Daren Bader,['W'],['W'],2,GPT,"#968FA6
#090D0C
#90A686
#D9946C
#BF7960"
Benediction of Moons,Matt Cavotta,['W'],['W'],3,GPT,"#627371
#0C0D04
#D95A2B
#A65638
#D95032"
Droning Bureaucrats,Kev Walker,['W'],['W'],4,GPT,"#242426
#565759
#97A6A0
#AEBFB4
#C8D9C7"
Ghost Warden,Ittoku,['W'],['W'],5,GPT,"#8C7787
#4E5948
#A6A486
#A6A08F
#BF6D65"
Ghostway,Jim Murray,['W'],['W'],6,GPT,"#407364
#8ABF97
#99BF73
#BF9D7E
#BF807A"
Graven Dominator,Carl Critchlow,['W'],['W'],7,GPT,"#594358
#86708C
#191726
#99A63C
#736B55"
Guardian's Magemark,Brandon Kitkouski,['W'],['W'],8,GPT,"#2E56A6
#30588C
#75B2BF
#F2C53D
#D9A13B"
Harrier Griffin,Jim Nelson,['W'],['W'],9,GPT,"#D9BF41
#F2EAC2
#D9BE6C
#BF9969
#734226"
Leyline of the Meek,Mark Zug,['W'],['W'],10,GPT,"#F2C744
#D9961A
#D9831A
#BF7636
#8C6354"
Lionheart Maverick,Hideaki Takamura,['W'],['W'],11,GPT,"#D9C484
#BF6A1F
#BF9D7E
#BF4539
#8C3B3B"
Martyred Rusalka,Alex Horley-Orlandelli,['W'],['W'],12,GPT,"#8C5660
#BF8E9B
#A193BF
#5A588C
#A6695B"
Order of the Stars,Heather Hudson,['W'],['W'],13,GPT,"#73404A
#D99518
#D9B88F
#BF6B21
#A64037"
Shadow Lance,Hideaki Takamura,"['B', 'W']",['W'],14,GPT,"#D9A84E
#D9BFA0
#F25F29
#733F2C
#D94E41"
Shrieking Grotesque,Dany Orizio,"['B', 'W']",['W'],15,GPT,"#C4D979
#F2C879
#F2AC57
#D99255
#A66B49"
Sinstriker's Will,Ben Thompson,['W'],['W'],16,GPT,"#BEBAD9
#BF9F3F
#BFA169
#A67153
#8C5A4F"
Skyrider Trainee,Adam Rex,['W'],['W'],17,GPT,"#BF9850
#BFAF9B
#D97B29
#A66933
#A65132"
Spelltithe Enforcer,Greg Staples,['W'],['W'],18,GPT,"#A9B9D9
#F2B950
#BF702A
#8C5535
#40281F"
Storm Herd,Jim Nelson,['W'],['W'],19,GPT,"#D9AE30
#BF8B2A
#BF7D2C
#8C4C27
#733729"
To Arms!,Aleksi Briclot,['W'],['W'],20,GPT,"#3D4A73
#A68D44
#735A3D
#A6845B
#D9B589"
Withstand,Ron Spears,['W'],['W'],21,GPT,"#D9B23D
#D9961A
#D9831A
#BF681B
#735439"
Aetherplasm,Nottsuo,['U'],['U'],22,GPT,"#89ABD9
#F2D377
#F2CC85
#F29829
#BF785E"
Crystal Seer,Glen Angus,['U'],['U'],23,GPT,"#2995D9
#18B5D9
#2A7A8C
#267357
#32A643"
Drowned Rusalka,Dany Orizio,['U'],['U'],24,GPT,"#658CBF
#406E73
#8ABFBA
#A8BF54
#D9A86C"
Frazzle,Pete Venters,['U'],['U'],25,GPT,"#5E608C
#D0E5F2
#F2C36B
#F2B66D
#BF6734"
Gigadrowse,Alex Horley-Orlandelli,['U'],['U'],26,GPT,"#8B8ABF
#F2C744
#F2B544
#D97B29
#BF622C"
Hatching Plans,Heather Hudson,['U'],['U'],27,GPT,"#5D75A6
#D9A84E
#BF8845
#8C5F37
#A6886D"
Infiltrator's Magemark,Brandon Kitkouski,['U'],['U'],28,GPT,"#D9A3D0
#A64EA0
#04050D
#454773
#535FA6"
Leyline of Singularity,Zoltan Boros & Gabor Szikszai,['U'],['U'],29,GPT,"#45578C
#1E4359
#3786A6
#7EC8D9
#BF9A56"
Mimeofacture,Dan Scott,['U'],['U'],30,GPT,"#7263A6
#A7A9D9
#F2A922
#BF6D24
#A65221"
Quicken,Aleksi Briclot,['U'],['U'],31,GPT,"#A67B83
#BF6B8A
#475951
#BF8969
#BF3F34"
Repeal,Dan Scott,['U'],['U'],32,GPT,"#4E7FBF
#8BBBD9
#AEDFF2
#6D8C6C
#8C5642"
Runeboggle,Ron Spencer,['U'],['U'],33,GPT,"#A295BF
#D4D94A
#BFA834
#D95F18
#BF4124"
Sky Swallower,rk post,['U'],['U'],34,GPT,"#A3A646
#A3A660
#40371E
#A6813C
#8C592B"
Steamcore Weird,Justin Norman,"['R', 'U']",['U'],35,GPT,"#47458C
#4F5E8C
#D99B29
#D96C0D
#592A2A"
Stratozeppelid,Ittoku,['U'],['U'],36,GPT,"#73465B
#F2A649
#F2D6BD
#F28B50
#D9967E"
Thunderheads,Hideaki Takamura,['U'],['U'],37,GPT,"#6A698C
#F2CE1B
#F2A413
#D96C0D
#8C3A27"
Torch Drake,Daren Bader,"['R', 'U']",['U'],38,GPT,"#F2D680
#F2CD88
#F29544
#F2B680
#D9ABA0"
Train of Thought,Matt Thompson,['U'],['U'],39,GPT,"#D9863D
#F26B1D
#D94B18
#A62C21
#0D0D0D"
Vacuumelt,Nottsuo,['U'],['U'],40,GPT,"#F2D544
#F2A81D
#F28E13
#F2600C
#D93425"
Vedalken Plotter,Greg Staples,['U'],['U'],41,GPT,"#1A1E26
#07090D
#ACD1F2
#A3B4BF
#DCEEF2"
Vertigo Spawn,Ittoku,['U'],['U'],42,GPT,"#2D3940
#BFB47E
#8C6746
#F2D4C2
#D99982"
Abyssal Nocturnus,Jon Foster,['B'],['B'],43,GPT,"#111426
#05080D
#A69C68
#8C7E51
#734C36"
Caustic Rain,Luca Zontini,['B'],['B'],44,GPT,"#8C5A67
#6C548C
#D9A171
#D9886A
#BF7373"
Cremate,Paolo Parente,['B'],['B'],45,GPT,"#594C56
#A17CA6
#564873
#A68A58
#0D0D0D"
Cry of Contrition,Daren Bader,['B'],['B'],46,GPT,"#9E8DA6
#897CA6
#F2AC29
#F2BF5E
#BF7F30"
Cryptwailing,Nick Percival,['B'],['B'],47,GPT,"#73618C
#565773
#53736A
#8C7D7D
#0D0D0D"
Daggerclaw Imp,Pete Venters,['B'],['B'],48,GPT,"#777AA6
#70728C
#D9D4BA
#A69E94
#BF584E"
Douse in Gloom,Kev Walker,['B'],['B'],49,GPT,"#9776A6
#395953
#5D8C84
#A4BFA3
#B9BFAA"
Exhumer Thrull,Warren Mahy,['B'],['B'],50,GPT,"#0A0B0D
#405559
#A67A46
#8C8074
#593119"
Hissing Miasma,Ben Thompson,['B'],['B'],51,GPT,"#BCA3BF
#BF9A54
#F2DDB6
#BF9460
#8C5B3F"
Leyline of the Void,Adam Rex,['B'],['B'],52,GPT,"#7A6D8C
#C8C1D9
#6D5DA6
#61568C
#151B40"
Necromancer's Magemark,Brandon Kitkouski,['B'],['B'],53,GPT,"#D9B0D6
#9F88BF
#847BA6
#0C0C0D
#495773"
Orzhov Euthanist,Zoltan Boros & Gabor Szikszai,['B'],['B'],54,GPT,"#BA8FBF
#D99C2B
#BF7A24
#8C5B30
#593A28"
Ostiary Thrull,Ron Spencer,"['B', 'W']",['B'],55,GPT,"#D9B60B
#BF8211
#A67246
#8C7B6C
#0D0D0D"
Plagued Rusalka,Alex Horley-Orlandelli,['B'],['B'],56,GPT,"#F2EFDF
#BF9850
#BF8F54
#8C6746
#0D0D0D"
Poisonbelly Ogre,Zoltan Boros & Gabor Szikszai,['B'],['B'],57,GPT,"#3C736D
#D9BC2B
#D9AE30
#A6882E
#BF9673"
Restless Bones,Glenn Fabry,['B'],['B'],58,GPT,"#5464BF
#546FBF
#85A66D
#F2A81D
#D95829"
Revenant Patriarch,Nick Percival,"['B', 'W']",['B'],59,GPT,"#5E7B8C
#C5D9C8
#67735C
#99A68D
#0D0D0D"
Sanguine Praetor,rk post,['B'],['B'],60,GPT,"#4B498C
#9AAAD9
#182E59
#8C441B
#732020"
Seize the Soul,Aleksi Briclot,['B'],['B'],61,GPT,"#D9D162
#BFB47A
#8C793E
#8C867B
#0D0D0D"
Skeletal Vampire,Wayne Reynolds,['B'],['B'],62,GPT,"#323F59
#1A1E26
#4C5D73
#A4B3BF
#BF4E4E"
Smogsteed Rider,Alex Horley-Orlandelli,['B'],['B'],63,GPT,"#A3A5D9
#6883A6
#AEBF6F
#F2E8B3
#A68446"
Bloodscale Prowler,Lars Grant-West,['R'],['R'],64,GPT,"#0C0D05
#8C873E
#736F36
#59462E
#A68660"
Fencer's Magemark,Brandon Kitkouski,['R'],['R'],65,GPT,"#F2AE30
#F29727
#F28322
#BF471B
#732F16"
Ghor-Clan Bloodscale,Paolo Parente,"['G', 'R']",['R'],66,GPT,"#735D6B
#F2D98D
#D9B471
#BF9D7E
#A68686"
Hypervolt Grasp,Mark Romanoski,"['R', 'U']",['R'],67,GPT,"#593650
#8C5D84
#D8B8D9
#F2C84B
#A65729"
Leyline of Lightning,Paolo Parente,['R'],['R'],68,GPT,"#07090D
#D9C077
#8C713E
#8C402E
#591D1D"
Living Inferno,John Avon,['R'],['R'],69,GPT,"#F2E63D
#F2D335
#F2AC29
#F28729
#BF522A"
Ogre Savant,Paolo Parente,"['R', 'U']",['R'],70,GPT,"#69728C
#BF9517
#8C713E
#BFA473
#0D0D0D"
Parallectric Feedback,Mitch Cotie,['R'],['R'],71,GPT,"#496D8C
#F2D649
#F2A03D
#F26835
#A62C21"
Pyromatics,Glen Angus,['R'],['R'],72,GPT,"#F2E529
#F2B90F
#F28B0C
#D9580D
#A63921"
Rabble-Rouser,Justin Norman,['R'],['R'],73,GPT,"#BBE8F2
#5ABFBF
#BF9821
#BF7417
#734D49"
Scorched Rusalka,Luca Zontini,['R'],['R'],74,GPT,"#F2A03D
#F2C299
#F27C38
#D94423
#A62C21"
Shattering Spree,Pat Lee,['R'],['R'],75,GPT,"#59203B
#1C5948
#27592B
#010D00
#401D1A"
Siege of Towers,Anthony S. Waters,['R'],['R'],76,GPT,"#F2C230
#F2B05E
#F2C185
#8C3D20
#260101"
Skarrgan Firebird,Kev Walker,['R'],['R'],77,GPT,"#F2E41B
#F2CE1B
#F2A81D
#F28627
#D96725"
Tin Street Hooligan,Luca Zontini,"['G', 'R']",['R'],78,GPT,"#BFA521
#D9A23D
#D97B29
#A65E44
#D9411E"
Battering Wurm,Darrell Riche,['G'],['G'],79,GPT,"#8C4A81
#F2C641
#D99518
#D9560B
#BF3E21"
Beastmaster's Magemark,Brandon Kitkouski,['G'],['G'],80,GPT,"#2EA636
#80BF41
#B0D973
#C2D991
#0D0D0D"
Bioplasm,Jon Foster,['G'],['G'],81,GPT,"#618C42
#57733C
#ECF241
#D4D94E
#EFF294"
Crash Landing,Darrell Riche,['G'],['G'],82,GPT,"#4D4A8C
#446EA6
#D9B573
#D9B384
#A66933"
Dryad Sophisticate,Ron Spears,['G'],['G'],83,GPT,"#3C4024
#F2D857
#A69851
#D9CA7E
#BF8845"
Earth Surge,Luca Zontini,['G'],['G'],84,GPT,"#766FA6
#8BA651
#F2CA50
#BF8641
#8C5B30"
Gatherer of Graces,Heather Hudson,['G'],['G'],85,GPT,"#428C47
#8EBF45
#F2921D
#8C622E
#BF471B"
Ghor-Clan Savage,Greg Staples,['G'],['G'],86,GPT,"#D9BD6A
#D9CA9C
#A67F37
#8C6637
#593E25"
Gristleback,Lars Grant-West,['G'],['G'],87,GPT,"#8C7223
#D99D55
#A68051
#735645
#0D0D0D"
Gruul Nodorog,Pete Venters,"['G', 'R']",['G'],88,GPT,"#BFA62A
#F2E6A7
#F2BF80
#BF926B
#A6442E"
Gruul Scrapper,Liam Sharp,"['G', 'R']",['G'],89,GPT,"#A68A38
#F29829
#A6783F
#D96A29
#8C513B"
Leyline of Lifeforce,Kev Walker,['G'],['G'],90,GPT,"#14733D
#17A649
#168C40
#0E401F
#C9D952"
Petrified Wood-Kin,Kev Walker,['G'],['G'],91,GPT,"#314022
#A0A676
#BDBF73
#8C7D61
#593E1C"
Predatory Focus,Zoltan Boros & Gabor Szikszai,['G'],['G'],92,GPT,"#BFA93B
#8C7F3E
#59522C
#F2E8B3
#733E1F"
Primeval Light,Jim Nelson,['G'],['G'],93,GPT,"#5A8C5D
#8C766D
#BFACA4
#594540
#0D0D0D"
Silhana Ledgewalker,James Wong,['G'],['G'],94,GPT,"#67618C
#787CBF
#96ACD9
#D9B26A
#BFA688"
Silhana Starfletcher,Alex Horley-Orlandelli,['G'],['G'],95,GPT,"#D9BF3D
#BFA556
#8C7E51
#D98A29
#8C5332"
Skarrgan Pit-Skulk,Liam Sharp,['G'],['G'],96,GPT,"#D9B95B
#F2E3B3
#D98E32
#A6583C
#0D0D0D"
Starved Rusalka,Dany Orizio,['G'],['G'],97,GPT,"#92A693
#8FBF26
#A4BF41
#B3BF54
#D9AA52"
Wildsize,Jim Murray,['G'],['G'],98,GPT,"#ADBF21
#F2EB88
#F2ECCE
#F2CA80
#F28C0F"
Wurmweaver Coil,Mitch Cotie,['G'],['G'],99,GPT,"#144027
#468C51
#9DBF69
#BFB169
#0D0D0D"
Agent of Masks,Matt Thompson,"['B', 'W']","['B', 'W']",100,GPT,"#594D59
#BF820F
#BF6211
#A64D2D
#A69797"
Angel of Despair,Todd Lockwood,"['B', 'W']","['B', 'W']",101,GPT,"#614673
#4654A6
#2C3759
#191E26
#BFAC73"
Blind Hunter,Warren Mahy,"['B', 'W']","['B', 'W']",102,GPT,"#401823
#183B59
#1C5359
#308C72
#2E8C60"
Borborygmos,Todd Lockwood,"['G', 'R']","['G', 'R']",103,GPT,"#F2E2C4
#D9A566
#8C704F
#594832
#8C442A"
Burning-Tree Bloodscale,Kev Walker,"['G', 'R']","['G', 'R']",104,GPT,"#273940
#A6A15B
#D9D279
#737155
#BFB78F"
Burning-Tree Shaman,Dan Scott,"['G', 'R']","['G', 'R']",105,GPT,"#F2C744
#F29A2E
#F27127
#F24822
#8C281F"
Castigate,Darrell Riche,"['B', 'W']","['B', 'W']",106,GPT,"#8B77A6
#BFAA69
#F2B138
#F2921D
#D95F18"
Cerebral Vortex,Jeremy Jarvis,"['R', 'U']","['R', 'U']",107,GPT,"#0D0D0B
#D9B166
#D9C8A9
#BF863F
#8C5B30"
Conjurer's Ban,Pete Venters,"['B', 'W']","['B', 'W']",108,GPT,"#F2B90F
#F2A20C
#D99F59
#F2D5BB
#D93829"
Culling Sun,Daren Bader,"['B', 'W']","['B', 'W']",109,GPT,"#D9C179
#BFA78A
#D98236
#A65C32
#73412F"
Dune-Brood Nephilim,Jim Murray,"['B', 'G', 'R', 'W']","['B', 'G', 'R', 'W']",110,GPT,"#F2DE79
#F2E5A0
#D99748
#A65F37
#402222"
Electrolyze,Zoltan Boros & Gabor Szikszai,"['R', 'U']","['R', 'U']",111,GPT,"#1790BF
#F28B30
#F26716
#A64E2E
#D9411E"
Feral Animist,Ron Spears,"['G', 'R']","['G', 'R']",112,GPT,"#25261E
#D9CA9C
#736345
#D99E6A
#734E38"
Gelectrode,Dan Scott,"['R', 'U']","['R', 'U']",113,GPT,"#494EA6
#3B478C
#D9A407
#D9910B
#A66329"
